protein	TCGA-AF-2689-01A-21-1932-20	TCGA-AF-2690-01A-11-1932-20	TCGA-AF-3400-01A-21-1932-20	TCGA-AF-3913-01A-11-1933-20	TCGA-AF-3914-01A-21-1933-20	TCGA-AF-5654-01A-41-1936-20	TCGA-AF-6136-01A-13-1934-20	TCGA-AF-6655-01A-13-1935-20	TCGA-AF-6672-01A-41-1936-20	TCGA-AF-A56N-01A-21-A45G-20	TCGA-AG-3574-01A-21-1932-20	TCGA-AG-3578-01A-21-1932-20	TCGA-AG-3580-01A-21-1932-20	TCGA-AG-3581-01A-21-1932-20	TCGA-AG-3582-01A-21-1932-20	TCGA-AG-3583-01A-21-1932-20	TCGA-AG-3584-01A-21-1932-20	TCGA-AG-3586-01A-11-1932-20	TCGA-AG-3587-01A-21-1932-20	TCGA-AG-3591-01A-21-1932-20	TCGA-AG-3593-01A-21-1932-20	TCGA-AG-3594-01A-11-1932-20	TCGA-AG-3598-01A-21-1932-20	TCGA-AG-3599-01A-11-1932-20	TCGA-AG-3600-01A-21-1932-20	TCGA-AG-3601-01A-21-1932-20	TCGA-AG-3602-01A-11-1932-20	TCGA-AG-3605-01A-21-1932-20	TCGA-AG-3609-01A-11-1932-20	TCGA-AG-3612-01A-21-1932-20	TCGA-AG-3725-01A-12-1932-20	TCGA-AG-3727-01A-21-1932-20	TCGA-AG-3731-01A-12-1932-20	TCGA-AG-3742-01A-12-1932-20	TCGA-AG-3878-01A-11-1933-20	TCGA-AG-3881-01A-21-1933-20	TCGA-AG-3882-01A-21-1933-20	TCGA-AG-3885-01A-21-1933-20	TCGA-AG-3891-01A-21-1933-20	TCGA-AG-3893-01A-21-1933-20	TCGA-AG-3896-01A-21-1933-20	TCGA-AG-3898-01A-21-1933-20	TCGA-AG-3901-01A-21-1933-20	TCGA-AG-3902-01A-21-1933-20	TCGA-AG-4001-01A-11-1933-20	TCGA-AG-4005-01A-21-1933-20	TCGA-AG-4007-01A-21-1933-20	TCGA-AG-4008-01A-21-1933-20	TCGA-AG-4015-01A-21-1933-20	TCGA-AG-4021-01A-21-1933-20	TCGA-AG-4022-01A-21-1933-20	TCGA-AG-A002-01A-31-A17N-20	TCGA-AG-A008-01A-31-A17N-20	TCGA-AG-A00C-01A-31-A17N-20	TCGA-AG-A00H-01A-21-A17N-20	TCGA-AG-A00Y-01A-11-A17N-20	TCGA-AG-A011-01A-31-A17N-20	TCGA-AG-A014-01A-11-A17N-20	TCGA-AG-A015-01A-31-A17N-20	TCGA-AG-A016-01A-31-A17N-20	TCGA-AG-A01J-01A-21-A17N-20	TCGA-AG-A01N-01A-31-A17N-20	TCGA-AG-A01W-01A-31-A17N-20	TCGA-AG-A01Y-01A-51-A17N-20	TCGA-AG-A020-01A-31-A17N-20	TCGA-AG-A023-01A-21-A17N-20	TCGA-AG-A026-01A-41-A17N-20	TCGA-AG-A02G-01A-31-A17N-20	TCGA-AG-A02N-01A-21-A17N-20	TCGA-AG-A02X-01A-31-A17N-20	TCGA-AG-A036-01A-21-A17N-20	TCGA-AH-6544-01A-13-1935-20	TCGA-AH-6547-01A-13-1935-20	TCGA-AH-6549-01A-13-1935-20	TCGA-AH-6643-01A-13-1935-20	TCGA-AH-6644-01A-13-1935-20	TCGA-AH-6897-01A-13-1936-20	TCGA-BM-6198-01A-13-1934-20	TCGA-CI-6621-01A-13-1935-20	TCGA-CL-5918-01A-21-1934-20	TCGA-DC-4745-01A-31-1936-20	TCGA-DC-4749-01A-31-1936-20	TCGA-DC-5337-01A-21-1933-20	TCGA-DC-5869-01A-21-1934-20	TCGA-DC-6155-01A-13-1934-20	TCGA-DC-6156-01A-13-1934-20	TCGA-DC-6157-01A-13-1934-20	TCGA-DC-6158-01A-13-1934-20	TCGA-DC-6160-01A-13-1934-20	TCGA-DC-6681-01A-13-1935-20	TCGA-DC-6682-01A-13-1935-20	TCGA-DC-6683-01A-13-1935-20	TCGA-DT-5265-01A-22-1933-20	TCGA-DY-A0XA-01A-21-A17N-20	TCGA-DY-A1DC-01A-21-A17N-20	TCGA-DY-A1DD-01A-11-A17N-20	TCGA-DY-A1DE-01A-21-A17N-20	TCGA-DY-A1DF-01A-21-A17N-20	TCGA-DY-A1DG-01A-21-A17N-20	TCGA-DY-A1H8-01A-31-A17N-20	TCGA-EF-5830-01A-21-1934-20	TCGA-EF-5831-01A-21-1934-20	TCGA-EI-6506-01A-13-1934-20	TCGA-EI-6507-01A-13-1934-20	TCGA-EI-6508-01A-13-1934-20	TCGA-EI-6509-01A-13-1934-20	TCGA-EI-6510-01A-13-1934-20	TCGA-EI-6511-01A-13-1935-20	TCGA-EI-6512-01A-13-1935-20	TCGA-EI-6513-01A-13-1935-20	TCGA-EI-6514-01A-13-1935-20	TCGA-EI-6881-01A-13-1936-20	TCGA-EI-6882-01A-13-1936-20	TCGA-EI-6884-01A-13-1936-20	TCGA-EI-6885-01A-13-1936-20	TCGA-EI-6917-01A-13-1936-20	TCGA-F5-6464-01A-13-1934-20	TCGA-F5-6465-01A-13-1934-20	TCGA-F5-6571-01A-23-1935-20	TCGA-F5-6702-01A-13-1935-20	TCGA-F5-6811-01A-13-1935-20	TCGA-F5-6812-01A-13-1935-20	TCGA-F5-6813-01A-13-1935-20	TCGA-F5-6861-01A-13-1936-20	TCGA-F5-6863-01A-13-1936-20	TCGA-F5-6864-01A-13-1936-20	TCGA-G5-6233-01A-23-1934-20	TCGA-G5-6235-01A-13-1934-20	TCGA-G5-6572-01A-23-1935-20	TCGA-G5-6572-01A-24-2214-20	TCGA-G5-6572-02A-13-2189-20	TCGA-G5-6641-01A-13-1935-20
CAV1|Caveolin-1-R-V	0.14736438375	1.609918444	-0.0336730570000001	0.0883967414999997	1.24379138225	-1.52114812775	0.382695408	0.43552732825	-0.553965004	2.113330797	1.586232521	-0.14839690975	-0.30147850475	1.20783366425	0.432543525	-0.972229235	1.16798066125	0.0412073217499999	-0.66828646075	-0.791542725	0.91806514925	0.592291122	-0.0336499407500002	0.79774149525	0.3053986	1.10623745325	0.15047395975	0.1060376515	0.396440426	0.180583871	-0.35304217125	-0.3133911145	0.2416067185	0.140468871	0.8708445135	0.24031855125	0.25946270175	-0.16230978	0.610821129	0.956465519	-0.41650311925	1.42480023725	0.149757674	-0.7096332935	0.7846800665	1.1551428895	1.12274680725	0.9351817305	-0.6656079655	0.9608251665	0.2095598815	-0.74918775125	-2.18396683025	-0.87501641675	-0.10730326425	-1.1474387615	0.0448468054999998	1.39256384175	0.2636870905	-0.85983358325	-0.36343231025	-0.73670403975	-0.97382101625	-0.38817108775	-0.54268942125	-0.0885870087499998	-1.558883453	-1.15842060575	-1.8787728585	0.3325701725	1.32223424925	-0.6882904695	0.0992478960000001	0.694115753	-0.126120007	0.46363907925	-1.52259207075	-0.95679088075	0.9302676675	0.40557240375	-0.0552826672500001	-0.983997743	0.68225189175	-0.44221492325	0.20467771875	-1.22217903225	-1.47844918275	-0.72613675225	-0.8563084525	1.8674889105	-0.17990543125	1.32359169525	-0.566101179499999	-1.26299708875	0.58852464875	0.256897827	0.6279891225	-2.87618689625	-1.1972488915	-1.10841334225	-1.47967909275	-0.7742943365	0.35543594525	-2.2734092905	-0.29855017375	-2.2262243955	-0.32774810875	-2.2716125165	0.30326741525	-1.1055761095	0.93154199975	0.87750659325	-1.5442987345	-1.12840348125	-1.44988675925	-1.87002985125	2.088545989	0.98206824325	2.48510324225	0.781514283	-0.49865272975	0.4771932465	-0.6166400375	0.02568414225	2.1633800595	0.14935324175	-0.20115248475	0.5117316385	-1.08251690725	1.694728766	0.587638575	-0.5119574035
MS4A1|CD20-R-C	-0.21738828625	0.0159839420000001	0.0281437189999996	0.0304478244999997	0.29116075925	-0.20142909775	-0.038792393	-0.16283416175	-0.119746238	-0.429625227	0.197767952	-0.0135119357500001	-0.0261582617500001	0.0705559742499998	-0.0329099990000001	-0.032371542	-0.0438224347500001	-0.0592689422500002	-0.554802247750001	-0.268023694	0.13044429525	0.132884808	-0.10862085775	0.0282460472499999	0.0141946430000001	0.0428978522499999	0.14171180875	0.0799614484999999	0.0680651729999999	0.0339040180000001	0.02372093375	0.0853410034999998	0.4009082875	0.0744429649999999	-0.0221899575	-0.21053918875	0.00397104974999984	-0.347992023	-0.206244237	0.33869356	-0.23676091625	-0.0264041207500002	0.0843074959999998	0.1071375465	-0.1691927915	0.0445540395	-0.17574144175	-0.1999326135	-0.3356922565	-0.1284318855	-0.1937766865	-0.03439310225	0.24765952575	0.0113085382499998	0.25748087275	0.0243936414999999	0.2306660615	0.19619613775	0.0188512854999999	0.00396972674999985	-0.06166875225	0.32480602625	0.04105432675	0.22083599725	0.0171495897499996	0.21837378125	0.0181957919999998	-0.0160430937500001	-0.00275447250000033	0.1956691005	0.17734083025	0.00144364950000003	0.162236581	-0.22929474	0.079232164	-0.02863058875	-0.22946628975	0.18282900125	-0.1512432695	0.21262988975	-0.26629844125	0.104408656	0.0559784557499999	-0.14830577525	-0.15459788225	-0.13200317725	-0.0350111897500003	-0.00939071725000029	-0.1085518325	0.2092306445	-0.0529096332500005	0.15690038825	0.0603594355000003	0.02982897025	0.22596787575	0.19692621	0.1569924485	0.27808204175	0.1670398315	0.0180693917499999	0.0253751712500004	0.1080648475	0.0855354442499999	0.4115772465	-0.14700810975	0.1707004625	-0.01199910275	0.0507282194999998	-0.20360132075	0.0491279664999998	0.10888402775	0.0248937202500001	-0.1833655945	0.0535799537499997	-0.0856117332500002	-0.00223744325000041	0.325812917	0.24074630425	0.48866710325	-0.172121042	0.02080131025	0.3500349815	0.1559195625	-0.13618824675	0.3265168075	-0.0507203712500002	0.19246631025	0.0628730184999997	0.0377266217500001	0.25478668	-0.169978259	-0.0967188474999999
DPP4|CD26-R-V	-0.24287574025	0.799958621	0.0963363819999998	-0.2205117765	0.58760643125	-0.21954291875	-0.114014225	0.04607206525	-0.15318675	0.070889477	0.422593545	0.01771528325	-0.08036450275	0.17902269225	-0.100584316	-0.289039639	0.26532925825	0.30978968475	0.04569466925	-0.383882677	-0.27548851475	-0.277144001	-0.35324299975	-0.14818001275	0.00877484000000012	-0.11707119075	-0.26449534625	-0.000281528500000017	-0.182477667	-0.219860963	-0.44749230225	-0.2852315885	-0.1351969685	-0.18396234	-0.1579087705	-0.0924378097499999	-0.10829611625	0.0731295389999999	0.00937699999999997	0.00365388300000014	-0.17933512225	-0.21190087175	-0.116722712	0.5247789705	-0.2817969475	-0.0528520265000001	-0.02964659075	-0.2340791285	0.00244937249999999	0.7789618995	-0.0434134815	-0.16290214925	-0.11493242325	-0.32669479675	-0.05590339325	-0.2328555325	-0.0207854494999999	-0.02127794725	0.00285415349999996	-0.24211708125	0.22711626775	0.37434791625	-0.07280053725	0.12056942225	-0.23146185125	-0.0573730587499998	-0.169006575	0.0470711862500001	-0.2014626845	0.1128501115	-0.0595690967499998	0.0214261325	0.0573770490000002	0.606883226	-0.0797932889999999	0.19424877025	-0.22353676575	0.11793367425	-0.0930863335000001	0.37075067075	0.10301368975	0.0111846729999998	-0.31708102125	-0.00122159225000001	-0.0247535752499999	0.34162958075	0.0055254952499999	0.52487533475	-0.2029153755	0.8397197205	0.18398011675	0.70050342825	0.235716811500001	-0.26356877875	-0.07469804825	0.848113	-0.0981869144999999	0.83916138375	0.1310290785	-0.04151747625	0.224890963250001	0.0394555845	-0.15822041675	0.3105485415	0.05506827525	0.1599998435	-0.31594530375	0.5806498075	0.39297684925	0.3524006725	0.49224791175	-0.18013325375	-0.0411242915000001	-0.04995350825	0.92949196975	-0.24127344425	0.551300539	0.77081348025	0.52575303125	0.0424196559999999	0.0169614902499999	0.5838679375	0.1362007705	0.10758887325	1.4790249675	0.20566312475	0.20298930825	0.1647506755	-0.04115160825	-0.206502831	-0.0674222609999999	-0.2522305415
PECAM1|CD31-M-V	-0.248178077749999	0.2178810675	0.4940817565	-0.0640120909999998	0.70975282675	0.0926647037500002	0.2371332125	0.17004182475	0.2677435485	-1.226524936	-0.0138103504999999	0.0607502297500003	-0.0197993782499996	0.18792510675	0.00276014150000004	-0.0539300794999996	-0.24076114525	-0.0983652947499999	-0.21404732025	-0.3259570745	-0.0590873342499999	-0.2217468765	-0.0395060552499999	-0.27058593925	-0.1710910145	0.0713894107500002	-0.34828984475	-0.279917262	0.0315145045000005	0.0529465855000002	-0.46225291575	-0.208788777	0.0184441390000002	-0.4073576325	-0.165279611	-0.21733019425	0.108268247250001	-0.4860905375	-0.4086132205	0.3034810845	-0.40804223775	0.53760420675	0.0495188825000002	-0.067737526	-0.0366056599999999	0.138704489	-0.20711448325	0.00331828700000025	-0.261142963	-0.124809915	-0.0616266129999996	0.0836971572500002	-0.36917266875	-0.04353239125	0.37326995125	-0.216450937	0.176144419	0.21793201325	0.0103922610000003	-0.12639863575	0.0591918472500003	0.308085282750001	0.43012087425	0.37040266175	0.00186427425000013	-0.0427004972499994	-0.1834756445	-0.13530094625	0.0187742380000003	0.343792412	0.153251593750001	-0.0682996329999997	0.2951473765	0.1153776125	0.2225644245	0.0844481407500002	-0.39434707925	0.45205582675	0.507292973000001	0.44210111125	0.12339551225	0.0685045255000003	-0.12064370975	-0.0558798547499998	0.0191735072500004	-0.13988336975	-0.04189070825	0.22380054725	0.192447228	0.103900079	-0.258218965749999	0.19685169975	-0.22353242	0.000241488750000074	0.41575705925	-0.0446533534999997	-0.0911183289999997	-0.0219499267499996	-0.0578179199999995	-0.15077324575	-0.101246144249999	0.00542453700000034	0.41125634175	0.357666945	-0.48969303125	-0.0550562879999996	0.11405610775	0.1675012	-0.24190073225	0.156085268	0.12779791425	0.920236086750001	0.0404030890000003	0.185787804250001	-0.0949673707499994	-0.0759190177499997	0.155862304500001	0.68181365375	0.524739567750001	-0.0599833515	-0.18461925625	0.0343495360000002	0.0300065679999997	0.0869998527500009	0.215247539000001	0.29954422125	0.33866443475	0.22758144	-0.18764764275	-2.046454193	-2.40718441	-0.0141185169999999
ITGA2|CD49b-M-V	-0.07224644125	-1.208553768	0.00907617999999979	0.3656996865	-0.39349516675	-0.23357633275	-0.174641555	0.05432832725	-0.477613495	-0.205288087	0.184042947	0.13735534625	0.03954372425	-0.34955777975	0.762708712	-0.719170299	-0.25109526675	0.13701027475	-0.745342149750001	-0.578252347	-0.17790592675	-0.143547539	-0.32488918575	0.23966201325	-0.525715496	-0.13774773175	-0.55464669225	0.1038193515	-0.156833456	-0.802050849	0.03401734375	0.2014624495	-0.2623763635	0.047967649	-0.1168784685	0.88113152325	0.14580038675	0.866774128	-0.0121420930000001	-0.332954014	0.33745197375	0.53330874425	0.090424901	1.0631701385	-0.1531750425	0.3309282965	0.70345689725	0.2452633965	0.1723241435	0.2067917965	0.00659079550000004	-0.03930491425	-0.16933848625	0.12438475525	0.27029732175	0.6526425965	-0.1575406005	-0.09256526425	-0.1186926885	0.00406803474999995	-0.27647609325	0.73085861825	0.06909717675	0.20314449125	0.11312351575	-0.0914077277499997	-0.123957266	0.50228257525	-0.6074904815	-0.2237474555	-0.54619631375	0.0347961575	0.143235287	-0.00607332700000002	1.489836336	0.27915350525	-0.58626073175	0.54838058725	0.3209402925	-0.04794829725	-0.16815905225	0.5981155	0.19156657275	-0.43302111525	-0.12928719725	-0.75628199325	0.43142731525	-0.10310374425	0.6645471215	-0.8372086275	-0.19909216125	0.02806410325	0.354647217500001	-0.04082614475	0.39342184775	0.550658843	0.3701474685	0.40898805975	0.3707820055	1.06874175475	-0.0223876197499996	-0.1554141165	-0.02740672375	1.4330306515	-0.11215744575	-0.1831787845	0.35279848725	0.3215460285	0.17113562125	-0.0735493394999999	0.0656542567500001	0.00910607725000012	0.1748128445	-0.06422953025	-0.48382369125	-0.0290825322500001	0.165933655	-0.0288888547500001	-1.07487667875	-0.567015929	-0.38975395875	-0.3857293745	0.5368786115	-0.17266984175	-1.3266563295	-0.24657223925	0.05603557625	-0.1456782835	0.88166636775	-0.606180609	-0.557340283	0.5130322335
CDK1|CDK1_pY15-R-C	-0.52883697625	-1.98003664	-0.418338527	0.1255594395	-0.19575446075	-0.0419250847499998	-0.204000733	-0.0584882787499998	-0.307731193	-0.366112663	-0.671370918	0.22727039925	0.34087759825	-0.0185447887499998	-0.0530032999999999	0.315518473	0.00223879125000004	0.26833745175	0.37007455825	-0.0146239289999999	0.24089533525	-0.115106279	0.14872097725	-0.10766856575	-0.0122744579999999	-0.0161007157499999	-0.17985282625	0.4166554225	-0.0744639079999998	0.128065094	-0.22202494425	0.2268237355	-0.1280302915	-0.226513143	-0.1638467575	-0.00593053475000005	0.32662513975	-0.290487749	0.109953621	0.0414550779999998	-0.10652679525	0.50780556125	0.0606647580000003	0.000222950500000096	-0.0745042015000001	-0.2843837845	-0.51004664875	-0.0512162524999998	0.1300563975	-0.4744012895	-0.0433056805	0.15873150175	0.42210642175	0.28272329425	0.44179072475	0.2502627355	0.2705455555	0.04738248575	-0.0271703504999999	0.39071549275	0.56688768975	0.51931044025	0.33266309375	0.75507538525	0.64106339575	0.32464097925	0.72069021	0.26942261625	0.6772190075	0.0227311115000003	0.25951779325	-0.3749671665	-0.29984109	0.546626709	-0.0231096149999996	0.0558645632500002	0.33263647225	-0.76300867175	0.4114926015	0.29634920775	0.11275695175	0.366914702	-0.13879432225	0.20026952575	0.35440108575	-0.60020638425	-0.16106852275	0.10566135575	0.2923662425	-0.0284761845	0.18517150175	-0.39262073675	-0.549122846499999	-0.25527990075	0.17099586075	-0.00870648099999982	0.0184576704999999	0.20841074175	0.2452350535	0.00873896875000013	-0.193262863749999	0.1227615595	-0.20014808075	-0.4511170505	0.00807599325000008	-0.2632312725	-0.26212655775	0.2897055785	0.25419827725	0.2219662305	-0.0702647702499998	0.25928232325	0.1538348005	-0.0864147622499998	0.13447396275	-0.18550108725	-0.410614398	-0.21367435975	-0.41447775475	-0.191245761	-0.19370134675	-0.0380963945	-0.2609252835	-0.19367153475	-0.5656300405	-0.30793569825	-0.0601248247499998	-0.2796728225	-0.45594524025	-1.094097493	-0.0934362529999999	-0.0923349094999998
CDK1|CDK1-R-V	0.01928835825	0.0541030455	-0.2575267435	0.821515424	0.01485463675	0.01863884375	-0.3947714745	0.0672224797500001	-0.3113252935	-0.153513123	-0.1781629405	-0.25979855425	-0.06285301725	0.00624621775	-0.0198508175000002	-0.1488594065	-0.12754315125	-0.31256418375	-0.174495132250001	-0.3650916095	0.05648395475	-0.1625710135	-0.14956236025	-0.12339917525	-0.0252342834999999	0.02662647975	-0.15625873975	-0.103978489	-0.1466055035	0.0537532005	-0.50485152575	0.133695825	-0.0256943970000001	0.1171783105	-0.025221871	0.0866666497499999	0.04784906125	-0.1672448375	0.0701378625	0.4141547395	0.0843453222499999	0.48533217575	-0.0805438454999999	0.0797590859999998	0.221801337	-0.121384074	-0.25524002525	0.09109175	-0.00027084000000005	0.0592546849999999	-0.196825178	0.0492573712500001	-0.01744123075	-0.0227035112500001	-0.0389125477500001	-0.019987642	-0.239837347	0.0387382582499999	-0.229333796	-0.06236303075	0.0781961212500001	-0.00934717824999998	0.40370856025	0.15664168875	0.52451525525	-0.0579501042499997	0.2810727805	-0.32431097725	0.446231796	0.272651423	0.47083066975	-0.445834617	-0.1692532825	0.1610397975	0.0239244855000003	-0.00435345524999992	0.10850256975	-0.10691279025	0.0679927230000001	-0.12425816375	-0.0675903097500001	0.2138465655	-0.08704972975	-0.00829918175000005	-0.0258830037499999	-0.44198399075	-0.43991799725	-0.27143639475	0.039310667	0.634974785	0.18088218825	0.23635670575	-0.172528510999999	0.0262785867499999	0.08005930325	-0.0898544665	0.0949192240000001	-0.10761559275	-0.250465494	0.19953587825	-0.61367882325	-0.019818866	0.08496869175	0.0275170280000002	0.17116789575	-0.0924231529999999	-0.24324403125	-0.0743742150000002	0.03632689475	-0.234065187	-0.47294011575	0.13590651375	0.134230621	-0.02813933875	-0.00506322474999998	0.15862998225	0.5834132035	0.33471478875	-0.16715592925	0.0196048714999999	-0.18088108925	0.102260379	0.101507918	-0.11569570625	0.861064682	-0.23333754675	-0.19353528525	-0.0822739270000001	-0.33717471175	-0.776298265	-0.0654960849999999	-0.328114536
CHEK1|Chk1_pS296-R-V	0.09262259225	0.2743483125	0.2283807025	-0.0601752120000001	0.46509966275	0.14140461575	-0.2457534595	0.22217576575	-0.00395057050000014	0.973883529	-0.1027073725	-0.18133919525	0.00853591375000007	-0.04381992525	-0.0951999735000001	-0.0458598994999999	0.03278129175	0.0525625802499999	0.39690702675	-0.1307226715	-0.16472714225	-0.0414432384999999	-0.13625442425	-0.09423354625	-0.0431540764999999	-0.13437566325	0.00264261224999998	-0.131921885	-0.0641867834999998	-0.4602908525	-0.36948683875	-0.102864763	-0.0760427530000001	-0.1505583475	-0.396672971	-0.30054201625	-0.22962081075	-0.3927589275	-0.3360790405	-0.0657688944999997	-0.26157721975	-0.0429107032500001	0.00143604050000001	0.223176568	-0.077537846	-0.175069452	-0.17613658725	-0.261227107	-0.304111898	-0.0244407300000001	-0.280410597	0.22638714725	-0.00615338175000002	-0.04909313325	0.0147078332499999	-0.0504571400000001	-0.164133365	-0.0455915327500001	0.078037998	-0.02336975975	-0.0346394157499999	0.30279166375	0.19526097425	0.46512267875	0.11632742325	-0.13431726625	0.0210893354999999	0.11203156875	0.177640927	0.0687615180000001	0.0495139487500001	0.0493648189999999	0.1908308155	-0.0142435945	0.1142779435	-0.11748904725	-0.04265160925	0.01060679275	-0.131970947	-0.15022420575	0.0850812722499998	0.1183170345	-0.09280629075	0.22741659125	0.17613644525	0.52152560725	-0.15684322225	0.06046238225	-0.029055044	0.0325972439999999	0.10500928025	0.22329303375	0.147522766000001	0.15697689775	0.08494964525	-0.0011510065	0.10096751	0.12552368525	0.0956863210000001	0.14761992525	0.15703556375	0.383806254	-0.14223436525	0.569765255	-0.18602441625	-0.0877405539999999	-0.0501596302499999	0.548776575	0.30936364875	0.252701233	-0.08589651775	0.20023232775	0.156093808	-0.0198009597500002	0.18020743425	0.29696274625	-0.0153704664999997	-0.0820873682500001	0.27101522175	-0.0862251235	-0.06263918425	0.033672269	0.0815761359999998	0.15668945575	0.287042979	0.31628948125	-0.04881758025	0.102576927	-0.14002240575	0.184256906	0.371799588	-0.087396021
CHEK1|Chk1_pS345-R-C	0.0287053557500001	0.275070062	0.175869973	-0.1064789285	-0.0598266687499998	0.01689359625	0.00676437100000005	-0.0241008637500001	0.211839045	-0.313279902	-0.00309611500000007	0.0386340342500001	0.10421173625	0.0775336592500001	-0.0498407380000001	-0.046979869	0.19892495325	-0.0529876312500001	0.09106407225	0.0106967090000001	0.15211422525	0.0147340880000001	-0.11252182575	-0.03024734475	-0.151433603	-0.0345956607499999	-0.16933541325	0.1659471115	-0.0310747079999998	-0.164447338	-0.22703310225	0.1606561955	0.2253178355	-0.169566789	-0.1944369265	0.14626020925	-0.0847109822499998	0.086418958	-0.0290583200000001	-0.131697546	-0.06154615625	-0.0980172337500002	-0.13613516	-0.0678687884999999	0.1297662285	-0.1826124235	-0.15812084775	0.0379780065	0.0293987235000001	-0.1471667645	-0.1325109575	-0.0442492922500001	0.24852457275	0.0884921702499999	0.12665679375	0.1921256895	0.0956473125000002	0.0262141577500001	-0.1412239705	0.15962227575	0.0699322357500002	0.0752103402499998	0.00635645374999994	0.15043502525	0.0707573447499998	0.18369044825	0.432839064	0.11605857425	0.4487591145	0.0529677035000001	0.0172076252500002	-0.00132511249999984	0.054561906	0.390977112	-0.148362602	-0.23773844275	0.0339345602499999	-0.12775921575	-0.1863794755	-0.0741359952500001	0.13672846275	0.143639465	-0.0493238762499998	0.12012109475	-0.39854016025	-0.11804718825	-0.27529180075	-0.0694256962500002	0.1269737385	0.1460418995	0.23591664675	0.13548897625	-0.0402901094999995	-0.02443044775	-0.06254445825	-0.051069312	-0.0429582224999998	-0.0953307942499999	0.0592430575	0.0866006217499999	-0.18170790975	-0.0654780554999999	-0.13226790075	0.0780686295	0.19076782825	0.1055816445	0.0508673242500001	0.1640304545	0.00149604824999999	-0.0816122075	-0.0516186982499999	-0.01463494675	0.1775958405	0.0534596557499998	-0.15407256525	-0.25229791225	-0.0359736959999998	0.0939118352499999	0.0311379372500002	-0.0919408339999999	-0.0124754097500002	0.1410843685	-0.1282680375	-0.0382321697499999	0.1105115885	-0.0622576152499998	0.03835038625	-0.0930008514999998	-0.0643089702500002	0.225528934	0.103821463	0.0799213965
CHEK1|Chk1-M-C										0.271681102																																																																																																																										
CHEK1|Chk1-R-C	-0.00500846224999998	0.103603517	0.574423676	0.4991886855	0.50561008925	-0.19314976775	-0.364740171	-0.13492350975	-0.249929739		-0.160956883	-0.29115746375	-0.00993330174999996	-0.24703463175	0.21330539	-0.192336716	-0.35207544175	-0.37611311325	-0.34617041175	-0.398807729	0.03441784225	0.0154768280000002	-0.18157090775	-0.22292617075	-0.108105888	-0.01342836675	-0.12721857225	-0.1750878615	0.1401677	-0.013246713	-0.28431829825	-0.2170149805	0.0831671105	-0.224482884	0.1541731955	0.49128226425	0.20222922175	-0.226068901	0.129187537	0.106886534	-0.33272148125	0.74595011125	-0.125179014	-0.0666377195000002	0.1357590055	0.2194812625	-0.03897589575	-0.0759388995	-0.2924073415	0.1177357285	-0.1673987585	0.11220562075	-0.19711934625	-0.04111628375	0.18507158375	-0.2986383425	-0.2699491855	-0.21613014725	-0.2472598825	-0.20912789625	-0.15106106125	0.65531393225	0.15847797275	0.74417492425	0.0996504307499997	-0.28436486275	-0.00190941700000008	-0.20040496375	0.0505924365	-0.1900703255	-0.31026699575	-0.3601275255	-0.173915182	-0.034485693	0.695889354	0.26417130125	-0.07682094275	0.94534460725	0.3751742145	0.55215385675	-0.28085357125	1.058549493	0.27172564175	-0.13697571125	-0.12386992625	-0.49266689625	-0.35114249275	0.34788521075	0.00581604950000003	-0.2731448775	0.50697092075	-0.06819875375	0.424424633500001	0.07005796525	-0.0449640242499999	-0.344259661	-0.0684875594999999	-0.44783851525	-0.3135913245	-0.25013740625	-0.534689940749999	-0.2794581415	-0.16354764675	1.2780046635	-0.26363393075	-0.2291694515	-0.03319521275	0.2937895055	-0.10281557075	0.4062174305	-0.49483645325	0.91301624925	-0.0556204835	-0.27617230425	-0.22797508525	0.0334172227499998	-0.195397468	0.15110367425	0.28027392225	-0.12390828	-0.15603328075	-0.3572796735	0.3633269045	-0.22241917975	-0.1997019835	-0.34103922925	-0.23316669575	-0.2501345145	-0.35961750825	-0.132356532	-0.338976517	-0.3820777695
